"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides","area_1","area_2","area_3","area_4_and_5","area_6","area_7","area_8"
"1015","P16284;A0A075B727;A0A075B737;A0A075B728","P16284;A0A075B727;A0A075B737;A0A075B728","P16284;A0A075B727","4;2;1;1","4;2;1;1","4;2;1;1","Platelet endothelial cell adhesion molecule;Platelet endothelial cell adhesion molecule (Fragment)",4,4,4,4,-1.30913436153449,-0.716506495222276,-3.66318485798004,-2.97269730986927,-3.46260027182642,-3.35428331860914,NA
"1016","P16401","P16401","P16401","9","6","6","Histone H1.5",1,9,6,6,5.01402672033517,4.96764462668762,4.41344691743138,4.32526094009905,4.91779066395814,4.40068806361138,-0.0497783992428786
"1017","P16402","P16402","P16402","12","2","2","Histone H1.3",1,12,2,2,1.61513075419632,1.55141829995308,1.48142531600468,3.17459055072146,2.22926285734493,0.998308949579993,-0.215604000611672
"1018","P16403","P16403","P16403","12","12","2","Histone H1.2",1,12,12,2,7.02949258779282,7.06039386585079,7.07469508466753,7.83901130603926,7.22714498242227,7.29382804128339,3.24668042933547
"1019","P16435;H0Y4R2;E7EMD0;E7EWU0;C9JU80","P16435;H0Y4R2;E7EMD0;E7EWU0;C9JU80","P16435;H0Y4R2;E7EMD0","13;11;9;1;1","13;11;9;1;1","13;11;9;1;1","NADPH--cytochrome P450 reductase;NADPH--hemoprotein reductase (Fragment);NADPH--cytochrome P450 reductase",5,13,13,13,0.180164024532836,0.769770697442311,-0.12275623141397,-2.94267649947556,0.589999332726144,-0.0828152757661229,NA
"1020","P16615;H7C5W9;O14983;Q93084;H3BVB2;J3QSY6","P16615;H7C5W9;O14983;Q93084;H3BVB2;J3QSY6","P16615;H7C5W9","24;18;10;5;2;1","24;18;10;5;2;1","24;18;10;5;2;1","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;P-type Ca(2+) transporter (Fragment)",6,24,24,24,1.37646240115344,1.08558503157413,1.92909623805926,0.201984694725102,1.56408113278156,1.53931486924735,NA
"1021","P16989","P16989","P16989","7","4","4","Y-box-binding protein 3",1,7,4,4,-1.74720439458042,-1.95791797356993,-2.32044923815188,NA,-2.09056141647564,-0.598094017838516,NA
"1022","P17096","P17096","P17096","3","3","3","High mobility group protein HMG-I/HMG-Y",1,3,3,3,1.04965692168137,0.010018878750973,0.361348292690302,NA,2.25404980015979,1.35316307313174,NA
"1023","P17152","P17152","P17152","2","2","2","Transmembrane protein 11, mitochondrial",1,2,2,2,-1.81638245058998,-1.80323982571138,NA,-1.80090547726037,-1.87992954656741,-1.49083354585729,NA
"1024","P17174","P17174","P17174","13","13","13","Aspartate aminotransferase, cytoplasmic",1,13,13,13,0.284788651509047,0.67228741242003,0.085223030431699,-2.98499334135708,0.720542715178709,1.17125188516073,-3.35552559811784
"1025","P17655;C9JWY7","P17655;C9JWY7","P17655","15;1","15;1","15;1","Calpain-2 catalytic subunit",2,15,15,15,2.44323930049343,2.55969699743211,3.00355374118182,1.23924316666842,2.57950895353175,2.40898569864093,-0.188131145576877
"1026","P17661","P17661","P17661","36","31","31","Desmin",1,36,31,31,6.57650645742214,6.53363605423804,7.38172336271707,4.91267294820252,7.09477440568883,7.50695866909769,4.65099067353957
"1027","P17813","P17813","P17813","3","3","3","Endoglin",1,3,3,3,-1.16209680876958,-1.23189715828205,-2.61834829218375,NA,-2.85531239759369,-3.42550729797935,NA
"1028","P17858","P17858","P17858","15","15","11","ATP-dependent 6-phosphofructokinase, liver type",1,15,15,11,2.08529610849969,2.0888622892827,2.10087844490982,1.76620101914887,1.51663862141821,1.42376747232639,NA
"1029","P17931;G3V3R6","P17931;G3V3R6","P17931;G3V3R6","7;5","7;5","7;5","Galectin-3;Galectin",2,7,7,7,3.92244323077056,3.42600861709985,3.46686814161523,3.2603386045035,3.11879724839407,3.21458697299918,2.67287379143802
"1030","P17987;E7ERF2;E7EQR6;F5H282;F5GZ03;F5H136;F5GZI8;F5H676;F5H726;F5GYL4;F5H7Y1","P17987;E7ERF2;E7EQR6;F5H282;F5GZ03;F5H136;F5GZI8;F5H676;F5H726;F5GYL4;F5H7Y1","P17987;E7ERF2;E7EQR6;F5H282","21;16;13;11;7;6;5;5;4;3;1","21;16;13;11;7;6;5;5;4;3;1","21;16;13;11;7;6;5;5;4;3;1","T-complex protein 1 subunit alpha;T-complex protein 1 subunit alpha;T-complex protein 1 subunit alpha;T-complex protein 1 subunit alpha",11,21,21,21,2.72958435461909,2.73630822062709,2.23779055206864,1.55959922169498,3.06717051877547,3.23181115160194,NA
"1031","P18077;F8WBS5;F8WB72;C9K025","P18077;F8WBS5;F8WB72;C9K025","P18077;F8WBS5;F8WB72;C9K025","4;3;3;3","4;3;3;3","4;3;3;3","60S ribosomal protein L35a;60S ribosomal protein L35a;60S ribosomal protein L35a;60S ribosomal protein L35a (Fragment)",4,4,4,4,1.68851143616896,1.64492156462256,2.01182356610554,1.26391357764582,2.63651589332612,2.57423829814146,NA
"1032","P18085;C9JPM4;C9JAK5;U3KQF2","P18085;C9JPM4;C9JAK5;U3KQF2","P18085;C9JPM4;C9JAK5","11;9;9;5","11;9;9;5","7;5;7;5","ADP-ribosylation factor 4;ADP-ribosylation factor 4 (Fragment);ADP-ribosylation factor 4",4,11,11,7,4.2292481664274,4.28988604540764,3.45432400136606,4.10315235892681,4.26480973980833,4.32268555161011,-0.298297149672869
"1033","P18124;A8MUD9;C9JIJ5;C9JZ88","P18124;A8MUD9;C9JIJ5;C9JZ88","P18124;A8MUD9","10;8;3;2","10;8;3;2","10;8;3;2","60S ribosomal protein L7;60S ribosomal protein L7",4,10,10,10,3.45970565311709,3.43690786801076,3.7931737501288,3.09418445832434,3.52843244412296,3.33786646604139,-2.17319246539305
"1034","P18206;A0A096LPE1","P18206;A0A096LPE1","P18206","56;2","56;2","56;2","Vinculin",2,56,56,56,3.79205938738366,3.79317673875242,4.03258586998782,5.8455710201068,3.86230622408231,4.34808983448324,1.86410792057271
"1035","P18583;A0A8Q3SI10;J3QSZ5;H7C1M2","P18583;A0A8Q3SI10;J3QSZ5;H7C1M2","P18583","11;5;5;3","11;5;5;3","11;5;5;3","Protein SON",4,11,11,11,-2.17873120788301,-2.33895614463975,-1.41701166932323,-3.58881648605996,-1.95936258583119,-2.18074706361445,NA
"1036","P18669;P15259;Q8N0Y7","P18669;P15259;Q8N0Y7","P18669","12;4;4","12;4;4","12;4;4","Phosphoglycerate mutase 1",3,12,12,12,4.70621694194954,4.391539032792,3.08216464079465,3.54719983853785,3.55651468545206,4.25409497581087,-0.397251560105166
"1037","P19367;B1AR62;E9PB90;P52789;Q2TB90;A0A2R8Y626","P19367;B1AR62;E9PB90;P52789;Q2TB90;A0A2R8Y626","P19367","27;4;3;3;3;2","27;4;3;3;3;2","26;3;2;2;2;2","Hexokinase-1",6,27,27,26,1.82428993575057,1.23788940831168,2.29194176214101,0.615520432353488,1.68855092185608,1.85542453575774,NA
"1038","P19623;K7EL89;K7EKM4;K7ESL0","P19623;K7EL89;K7EKM4;K7ESL0","P19623","3;1;1;1","3;1;1;1","3;1;1;1","Spermidine synthase",4,3,3,3,-0.672811339805413,-0.682982788117055,-0.550053657627828,-0.536510798885526,-2.05636965318387,-1.44172194726995,NA
"1039","P19971;C9JGI3;A0A494C0L6;A0A494C1N7;A0A494C0A4;A0A494BZZ4;A0A494C1L9","P19971;C9JGI3;A0A494C0L6;A0A494C1N7;A0A494C0A4;A0A494BZZ4;A0A494C1L9","P19971;C9JGI3;A0A494C0L6","15;14;11;5;2;2;1","15;14;11;5;2;2;1","15;14;11;5;2;2;1","Thymidine phosphorylase;Thymidine phosphorylase (Fragment);Thymidine phosphorylase (Fragment)",7,15,15,15,3.3937394371004,2.38034139771725,0.0265285765441767,0.132825982971383,1.08654794927687,1.67592129661397,NA
"1040","P20042","P20042","P20042","6","6","6","Eukaryotic translation initiation factor 2 subunit 2",1,6,6,6,0.618542988571342,0.273741075841595,0.612136557783991,-0.770353838852877,-0.0445065964934201,0.140017951181356,0.940601418850143
"1041","P20073","P20073","P20073","8","8","8","Annexin A7",1,8,8,8,1.18725805728352,1.16120677957611,1.80170725369478,0.970999340484088,1.52887796513523,1.05791663272954,-1.83617370266484
"1042","P20339","P20339","P20339","5","2","2","Ras-related protein Rab-5A",1,5,2,2,-0.531306870777463,-0.449672951548123,-2.09138562632159,-1.08851467240492,-0.588988854139778,-0.702016995835919,NA
"1043","P20340;C9JU14;J3KR73;Q9NRW1;F5H3K7;C9JB90;F5GX61;Q14964","P20340;C9JU14;J3KR73;Q9NRW1;F5H3K7;C9JB90;F5GX61;Q14964","P20340;C9JU14;J3KR73;Q9NRW1","6;3;3;3;2;1;1;1","6;3;3;3;2;1;1;1","6;3;3;3;2;1;1;1","Ras-related protein Rab-6A;Ras-related protein Rab-6B (Fragment);Ras-related protein Rab-6B (Fragment);Ras-related protein Rab-6B",8,6,6,6,1.86591956022549,1.89062323194494,2.02233746163315,-0.625888298732601,1.45720873086886,1.67234195011953,NA
"1044","P20618","P20618","P20618","8","8","8","Proteasome subunit beta type-1",1,8,8,8,2.49311355383319,2.0717251489001,2.01691601073275,-0.153538618899763,2.08121163549929,2.01686029468785,NA
"1045","P20674;H3BNX8;H3BRM5;H3BV69;H3BRI0","P20674;H3BNX8;H3BRM5;H3BV69;H3BRI0","P20674;H3BNX8;H3BRM5;H3BV69","7;6;4;4;2","7;6;4;4;2","7;6;4;4;2","Cytochrome c oxidase subunit 5A, mitochondrial;Cytochrome c oxidase subunit 5A, mitochondrial;Cytochrome c oxidase subunit 5A, mitochondrial;Cytochrome c oxidase subunit 5A, mitochondrial",5,7,7,7,2.79336252938036,2.68065629744759,2.68855397187933,NA,2.97697825075643,1.99339943327855,1.11770767575646
"1046","P20700;E9PBF6;A0A0D9SFE5;A0A0D9SFY5","P20700;E9PBF6;A0A0D9SFE5;A0A0D9SFY5","P20700;E9PBF6;A0A0D9SFE5","33;28;23;12","31;26;23;12","31;26;23;12","Lamin-B1;Lamin-B1;Lamin B1, isoform CRA_a",4,33,31,31,3.88541530953398,3.68417051199159,4.25294723634623,3.1762225102785,4.01194578605713,3.92132958336568,-0.261264866607604
"1047","P20774;Q5TBF5","P20774;Q5TBF5","P20774;Q5TBF5","14;8","14;8","14;8","Mimecan;Mimecan (Fragment)",2,14,14,14,6.41147367638841,6.04333873044567,5.46284797900431,8.81205576818638,5.42230674638934,5.9761833372365,8.86595950804512
"1048","P20908;P12107;H7BY82","P20908;P12107;H7BY82","P20908","10;2;1","10;2;1","10;2;1","Collagen alpha-1(V) chain",3,10,10,10,-0.266009955406119,-2.57291293788309,-3.03659091551123,2.46975038416125,-1.39794559721496,-1.8641557012277,0.633914432914697
"1049","P20962;F5GXR3","P20962;F5GXR3","P20962","3;1","3;1","3;1","Parathymosin",2,3,3,3,-1.57458043725196,2.86095472938996,4.15604874234164,2.93069663003785,4.43372397174382,3.1526294854354,6.75196698623975
"1050","P21266","P21266","P21266","6","6","5","Glutathione S-transferase Mu 3",1,6,6,5,2.37149553323541,2.10414662659248,1.62448324782227,1.90409437305383,1.55508061222046,1.99830894957999,NA
"1051","P21281;H0YC04;C9JL73;P15313;H0YAT8;E5RGH6;C9JNS9","P21281;H0YC04;C9JL73;P15313;H0YAT8;E5RGH6;C9JNS9","P21281;H0YC04","7;4;2;2;1;1;1","7;4;2;2;1;1;1","7;4;2;2;1;1;1","V-type proton ATPase subunit B, brain isoform;V-type proton ATPase subunit B, brain isoform (Fragment)",7,7,7,7,0.690119599922596,0.398836002941533,-2.58144390222348,-1.70752233881675,0.0137141290256153,-0.159111149666991,NA
"1052","P21291;E9PS42;E9PND2;E9PP21","P21291;E9PS42;E9PND2;E9PP21","P21291;E9PS42;E9PND2;E9PP21","8;6;6;6","8;6;6;6","8;6;6;6","Cysteine and glycine-rich protein 1;Cysteine and glycine-rich protein 1;Cysteine and glycine-rich protein 1 (Fragment);Cysteine and glycine-rich protein 1",4,8,8,8,2.51919688650968,2.44746489789415,2.94451801185102,4.6817796977924,2.74255909329453,3.08060740392653,1.05627613864797
"1053","P21333;Q60FE5;A0A7P0NMY4;A0A087WWY3;A0A7I2V3E6;F8WE98;H0Y5C6;H0Y5F3;H7C2E7;A0A669KBC6","P21333;Q60FE5;A0A7P0NMY4;A0A087WWY3;A0A7I2V3E6;F8WE98;H0Y5C6;H0Y5F3;H7C2E7;A0A669KBC6","P21333;Q60FE5;A0A7P0NMY4","127;125;82;27;27;26;15;7;2;2","127;125;82;27;27;26;15;7;2;2","115;113;71;19;19;18;13;6;2;2","Filamin-A;Filamin-A;Filamin-A",10,127,127,115,5.17559972835605,5.21905168654273,5.51798194492169,7.56150813922406,5.57701227045687,5.97447892159566,3.67230957749227
"1054","P21397;A0A8I5KUC3;A0A8I5KP93","P21397;A0A8I5KUC3;A0A8I5KP93","P21397;A0A8I5KUC3","12;10;4","11;9;4","11;9;4","Amine oxidase [flavin-containing] A;Amine oxidase",3,12,11,11,0.566617249374541,1.39756902663839,0.34479964782345,NA,0.94608763522006,1.17683071929635,NA
"1055","P21399","P21399","P21399","3","3","3","Cytoplasmic aconitate hydratase",1,3,3,3,-3.20560648380785,-3.6588546396403,-5.15357594354085,-3.6113053885041,-4.86833418435603,-3.13149928854942,NA
"1056","P21796;C9JI87","P21796;C9JI87","P21796;C9JI87","14;8","14;8","14;8","Voltage-dependent anion-selective channel protein 1;Voltage-dependent anion-selective channel protein 1 (Fragment)",2,14,14,14,2.34776660984622,2.33430878296304,3.14743901988003,1.19427370845314,2.82891702868506,3.01982374242206,NA
"1057","P21810;C9JKG1","P21810;C9JKG1","P21810","13;5","13;5","12;5","Biglycan",2,13,13,12,4.44538760869236,3.94630181654005,3.00300893335632,7.95612994830692,3.84265804556465,4.63933836307451,2.79135498553781
"1058","P21980;A2A299;A2A2A0;P49221","P21980;A2A299;A2A2A0;P49221","P21980","20;9;5;1","20;9;5;1","20;9;5;1","Protein-glutamine gamma-glutamyltransferase 2",4,20,20,20,5.63740554113964,5.8890175344987,5.26783662101317,6.070871461132,4.15572851838902,3.93739539572532,1.16340879044731
"1059","P22059;H0YCV6","P22059;H0YCV6","P22059","4;1","4;1","4;1","Oxysterol-binding protein 1",2,4,4,4,-2.61318729734444,-2.20949288841195,-3.12148331699168,-4.55045339919785,-2.37125759563863,-2.39557594909549,NA
"1060","P22087;M0R0P1;M0R299;M0QXL5;M0R2Q4;M0R2U2;M0R1H0;M0R2B0","P22087;M0R0P1;M0R299;M0QXL5;M0R2Q4;M0R2U2;M0R1H0;M0R2B0","P22087;M0R0P1;M0R299;M0QXL5;M0R2Q4","8;7;7;7;7;3;3;3","8;7;7;7;7;3;3;3","7;6;6;6;6;3;3;3","rRNA 2-O-methyltransferase fibrillarin;rRNA 2-O-methyltransferase fibrillarin (Fragment);rRNA 2-O-methyltransferase fibrillarin (Fragment);rRNA 2-O-methyltransferase fibrillarin (Fragment);rRNA 2-O-methyltransferase fibrillarin (Fragment)",8,8,8,7,1.20835326956603,0.97913846337422,1.69206893471282,-0.168461089245564,1.21568984280142,1.17554124007992,NA
"1061","P22102;C9JZG2;C9JKQ7;A0A140TA71;C9JBJ1;C9JTV6;F8WD69","P22102;C9JZG2;C9JKQ7;A0A140TA71;C9JBJ1;C9JTV6;F8WD69","P22102","6;1;1;1;1;1;1","6;1;1;1;1;1;1","6;1;1;1;1;1;1","Trifunctional purine biosynthetic protein adenosine-3",7,6,6,6,-2.46104821124795,-2.13420058372945,-4.45359543724622,-4.94303450312706,-2.56673289057305,-1.86267129422269,NA
"1062","P22234;E9PBS1;D6RF62","P22234;E9PBS1;D6RF62","P22234;E9PBS1;D6RF62","8;7;6","8;7;6","8;7;6","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase;Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase (Fragment);Multifunctional pro",3,8,8,8,-0.646767357127729,-0.748736938083749,-0.916584625141535,0.00387467343846737,-0.548209383367332,-0.344171813433224,NA
"1063","P22307","P22307","P22307","2","2","2","Sterol carrier protein 2",1,2,2,2,-2.76973398821154,-2.70766057617259,-3.605152608637,NA,-2.58599118966916,-2.81169737424546,NA
"1064","P22314;Q5JRR6;Q5JRR9;Q5JRS0;Q5JRS2;Q5JRS1;Q5JRS3","P22314;Q5JRR6;Q5JRR9;Q5JRS0;Q5JRS2;Q5JRS1;Q5JRS3","P22314","27;12;7;7;5;4;4","27;12;7;7;5;4;4","27;12;7;7;5;4;4","Ubiquitin-like modifier-activating enzyme 1",7,27,27,27,3.56036607548608,3.34588548613921,3.66628383654088,2.58390160987914,2.92045532319032,3.42324603198787,-1.55774410082391
"1065","P22352;H0YBE4","P22352;H0YBE4","P22352;H0YBE4","2;1","2;1","2;1","Glutathione peroxidase 3;Glutathione peroxidase 3 (Fragment)",2,2,2,2,-2.11871419218664,-1.44729750596018,-1.4009212712402,-1.12721361521702,-2.09143763578037,-1.04730879356372,NA
"1066","P22570;A0A0A0MTN9;J3QQX3;A0A0C4DFN8;A0A0C4DGN7;A0A0A0MSZ4;A0A0A0MT64;A0A0A0MTR6;J3QKZ8;J3QQW7","P22570;A0A0A0MTN9;J3QQX3;A0A0C4DFN8;A0A0C4DGN7;A0A0A0MSZ4;A0A0A0MT64;A0A0A0MTR6;J3QKZ8;J3QQW7","P22570;A0A0A0MTN9;J3QQX3;A0A0C4DFN8;A0A0C4DGN7;A0A0A0MSZ4;A0A0A0MT64;A0A0A0MTR6","13;12;12;12;12;12;12;11;2;1","13;12;12;12;12;12;12;11;2;1","13;12;12;12;12;12;12;11;2;1","NADPH:adrenodoxin oxidoreductase, mitochondrial;NADPH:adrenodoxin oxidoreductase, mitochondrial;NADPH:adrenodoxin oxidoreductase, mitochondrial;NADPH:adrenodoxin oxidoreductase, mitochondrial;NADPH:adrenodoxin oxidoreductase, mitochondrial;NADPH:adrenodoxi",10,13,13,13,0.270194625473557,-0.482601756396203,0.255428429035007,NA,0.605356694982586,0.418152087390606,0.896662901765911
"1067","P22626;A0A7I2V323;A0A7I2V4N1;A0A7I2V3P1;A0A7I2V4I6;A0A7I2V3P7;A0A7I2V4S4;A0A024RA28;A0A087WUI2;A0A7I2V4N0;A0A7I2YQN4","P22626;A0A7I2V323;A0A7I2V4N1;A0A7I2V3P1;A0A7I2V4I6;A0A7I2V3P7;A0A7I2V4S4;A0A024RA28;A0A087WUI2;A0A7I2V4N0;A0A7I2YQN4","P22626;A0A7I2V323;A0A7I2V4N1;A0A7I2V3P1;A0A7I2V4I6;A0A7I2V3P7;A0A7I2V4S4;A0A024RA28;A0A087WUI2;A0A7I2V4N0","21;20;19;19;19;19;17;16;15;12;10","21;20;19;19;19;19;17;16;15;12;10","20;19;18;18;18;18;16;15;14;11;9","Heterogeneous nuclear ribonucleoproteins A2/B1;Heterogeneous nuclear ribonucleoproteins A2/B1;Heterogeneous nuclear ribonucleoproteins A2/B1;Heterogeneous nuclear ribonucleoproteins A2/B1;Heterogeneous nuclear ribonucleoproteins A2/B1;Heterogeneous nuclear",11,21,21,20,5.10752121715513,5.04748046727784,5.7682075950735,4.71728709219205,5.81157661280688,5.31912801984305,2.37797933818169
"1068","P23141;H3BQV8;A0A140TA63;H3BSU0;Q9UKY3;H3BQR4","P23141;H3BQV8;A0A140TA63;H3BSU0;Q9UKY3;H3BQR4","P23141","18;7;7;5;2;1","18;7;7;5;2;1","18;7;7;5;2;1","Liver carboxylesterase 1",6,18,18,18,2.63211178869993,2.84857901438544,3.40555625270241,0.64375686139568,3.73115932978342,3.66469703357876,NA
"1069","P23142;CON__ENSEMBL:ENSBTAP00000016046","P23142;CON__ENSEMBL:ENSBTAP00000016046","P23142","9;4","9;4","5;3","Fibulin-1",2,9,9,5,1.89857816449684,2.09544443279168,2.01063506944524,3.81466380970724,1.2241659212783,1.22718831997918,1.32231731225652
"1070","P23381;G3V277;G3V3H8;G3V3Y5;G3V423;G3V5U1;G3V456;H0YJP3;G3V2F2;G3V3R3;G3V4S4;G3V313;G3V339;G3V2C0;G3V4C7;G3V4N8;G3V5W1;G3V3S7;G3V3X0;G3V3P2;G3V227","P23381;G3V277;G3V3H8;G3V3Y5;G3V423;G3V5U1;G3V456;H0YJP3;G3V2F2;G3V3R3;G3V4S4;G3V313;G3V339;G3V2C0;G3V4C7;G3V4N8;G3V5W1;G3V3S7;G3V3X0;G3V3P2;G3V227","P23381","8;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1","8;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1","8;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1","Tryptophan--tRNA ligase, cytoplasmic",21,8,8,8,1.49042965306468,0.619687881527192,1.11766517082746,0.210392620246036,1.07028355372121,1.5026820516677,NA
"1071","P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YF32;H0YEU2;E9PQ96;E9PJH4;E9PK82;E9PSF4;E9PQX2;H0YES8","P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YF32;H0YEU2;E9PQ96;E9PJH4;E9PK82;E9PSF4;E9PQX2;H0YES8","P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YF32;H0YEU2","17;14;13;11;11;9;9;7;7;7;4;3;1","17;14;13;11;11;9;9;7;7;7;4;3;1","17;14;13;11;11;9;9;7;7;7;4;3;1","40S ribosomal protein S3;40S ribosomal protein S3;40S ribosomal protein S3;40S ribosomal protein S3;40S ribosomal protein S3 (Fragment);40S ribosomal protein S3 (Fragment);40S ribosomal protein S3 (Fragment)",13,17,17,17,3.78206299503207,3.67232085109798,3.52922421896088,3.49584814841095,3.53227721239558,3.37530274519147,-3.74658477395469
"1072","P23526","P23526","P23526","11","11","11","Adenosylhomocysteinase",1,11,11,11,1.42488500452108,1.58626451873214,1.10697559509973,-0.964118716228718,1.39154548490125,1.5046140034322,NA
"1073","P23528;G3V1A4;E9PP50;E9PK25;E9PQB7;E9PLJ3;E9PS23","P23528;G3V1A4;E9PP50;E9PK25;E9PQB7;E9PLJ3;E9PS23","P23528;G3V1A4;E9PP50;E9PK25;E9PQB7;E9PLJ3;E9PS23","10;9;9;9;8;6;6","10;9;9;9;8;6;6","7;6;6;6;5;5;6","Cofilin-1;Cofilin-1;Cofilin-1 (Fragment);Cofilin-1;Cofilin-1 (Fragment);Cofilin-1 (Fragment);Cofilin-1 (Fragment)",7,10,10,7,6.18778413244631,5.79623580555299,5.39758876477855,4.70046359413578,5.30739694808139,6.00819042375567,3.13919663082645
"1074","P23634","P23634","P23634","15","15","9","Plasma membrane calcium-transporting ATPase 4",1,15,15,9,-0.533584105762362,-0.515588547500162,-1.44654971670595,0.0910370300493284,-0.613134158284709,-0.369607299429525,NA
"1075","P23919;G5E9E9;H7C312;H7BZ20","P23919;G5E9E9;H7C312;H7BZ20","P23919","3;1;1;1","3;1;1;1","3;1;1;1","Thymidylate kinase",4,3,3,3,-2.0832153713024,-1.52133887837435,NA,-2.44502024133836,-1.97463955284522,-1.947299453769,NA
"1076","P24534;F8WF65;F2Z2G2;C9JZW3","P24534;F8WF65;F2Z2G2;C9JZW3","P24534","6;1;1;1","4;1;1;1","4;1;1;1","Elongation factor 1-beta",4,6,4,4,1.6831859732942,1.68767618716974,1.77580978367481,1.43363750860993,1.51275189325377,1.85536011247288,-1.2474483911681
"1077","P24539;Q5QNZ2","P24539;Q5QNZ2","P24539;Q5QNZ2","6;5","6;5","6;5","ATP synthase F(0) complex subunit B1, mitochondrial;ATP synthase subunit b",2,6,6,6,1.60362689209425,1.4634629820999,1.90499168155856,0.417402287659673,1.55010277479978,1.58257111288891,NA
"1078","P24666;F2Z2Q9;G5E9R5","P24666;F2Z2Q9;G5E9R5","P24666;F2Z2Q9;G5E9R5","3;2;2","3;2;2","2;1;1","Low molecular weight phosphotyrosine protein phosphatase;Low molecular weight phosphotyrosine protein phosphatase;Acid phosphatase",3,3,3,2,0.380594363504436,-0.98543719610408,0.486211715438895,0.326081343625038,-0.910259711180096,-0.897791382983588,NA
"1079","P24821;E9PC84","P24821;E9PC84","P24821;E9PC84","49;42","49;42","4;2","Tenascin;Tenascin",2,49,49,4,2.0451310618988,2.56426915517688,3.02922384721839,-0.557598897544292,2.23896741471085,2.30293290196585,-5.05297676018985
"1080","P24844","P24844","P24844","11","11","5","Myosin regulatory light polypeptide 9",1,11,11,5,5.35861935828783,5.17970082140417,5.89528898426464,7.53430623123563,5.40031806999059,5.69108485333012,5.99163944241259
"1081","P25205;J3KQ69;A0A499FHX9;Q7Z6P5","P25205;J3KQ69;A0A499FHX9;Q7Z6P5","P25205;J3KQ69;A0A499FHX9","5;3;3;1","5;3;3;1","5;3;3;1","DNA replication licensing factor MCM3;DNA replication licensing factor MCM3;DNA replication licensing factor MCM3",4,5,5,5,-1.98812911548007,-2.20560397692013,-2.5632564929216,NA,-2.99679519666608,-2.87236869126877,NA
"1082","P25325;B1AH49","P25325;B1AH49","P25325;B1AH49","6;4","6;4","6;4","3-mercaptopyruvate sulfurtransferase;3-mercaptopyruvate sulfurtransferase",2,6,6,6,-0.249290892533338,0.855909222686762,-0.953549124027328,1.02770619114877,0.594773537095389,0.787731961213449,NA
"1083","P25398","P25398","P25398","3","3","3","40S ribosomal protein S12",1,3,3,3,3.34156734199594,3.1974884051555,2.35213204795007,2.4360198280983,2.9635416225257,3.31368730299553,NA
"1084","P25490;H0YJV7;Q96MM3;O15391","P25490;H0YJV7;Q96MM3;O15391","P25490;H0YJV7;Q96MM3;O15391","2;1;1;1","2;1;1;1","2;1;1;1","Transcriptional repressor protein YY1;Transcriptional repressor protein YY1 (Fragment);Zinc finger protein 42 homolog;Transcription factor YY2",4,2,2,2,-1.59416012088025,-2.27366579780355,-2.13646112417105,-2.69540853536301,-2.29579994509787,-2.6253983295972,NA
"1085","P25705;K7EK77;K7ERX7;K7EJP1;K7ENJ4;K7EQH4;K7ESA0","P25705;K7EK77;K7ERX7;K7EJP1;K7ENJ4;K7EQH4;K7ESA0","P25705;K7EK77","28;14;12;10;10;7;2","28;14;12;10;10;7;2","28;14;12;10;10;7;2","ATP synthase subunit alpha, mitochondrial;ATP synthase subunit alpha, mitochondrial (Fragment)",7,28,28,28,5.37120467406503,5.26615432314671,5.51018049076754,4.44815718661397,5.03276535338383,4.86256571025362,1.56982835094608
"1086","P25786;F5GX11;B4DEV8;F5H112","P25786;F5GX11;B4DEV8;F5H112","P25786;F5GX11;B4DEV8","10;9;5;1","10;9;5;1","10;9;5;1","Proteasome subunit alpha type-1;Proteasome subunit alpha type-1;Proteasome subunit alpha type",4,10,10,10,2.36557732786371,2.25339556103413,1.22392155267323,2.0410040613071,2.20538102570102,2.46433463206111,NA
"1087","P25788;G3V3W4;G3V5N4","P25788;G3V3W4;G3V5N4","P25788","7;1;1","7;1;1","3;1;1","Proteasome subunit alpha type-3",3,7,7,3,1.64595372682176,0.834592991449671,1.81790506140741,0.58868238685827,1.16183115226748,1.66735993451528,NA
"1088","P25940","P25940","P25940","2","2","2","Collagen alpha-3(V) chain",1,2,2,2,-3.2887850090278,-4.07317438017753,-4.50898763251438,-1.68404374547493,-4.56502800892175,-3.96671337488404,NA
"1089","P26006;D6R9X8;H0YA49","P26006;D6R9X8;H0YA49","P26006","4;1;1","4;1;1","4;1;1","Integrin alpha-3",3,4,4,4,-3.63232520927349,-3.29193861765253,-3.12356964424015,-2.6589794185995,-2.39604991521108,-2.53021814272443,NA
